Fecha;Temporada;Club de origen;Club Comprador;Valor pagado;Valor Estimado;Déficit;Jugador
15-01-2020;19/20;Middlesbrough;West Ham;$4,700,000.00;$4,500,000.00;4,44;Darren Randolph
07-01-2020;19/20;Wolves;Fulham;$11,800,000.00;$10,000,000.00;18;Ivan Cavaleiro
01-01-2020;19/20;Salzburg;Liverpool;$8,500,000.00;$12,500,000.00;-32;Takumi Minamino
01-01-2020;19/20;Cukaricki;Man City;$3,000,000.00;$2,000,000.00;50;Slobodan Tedic
08-08-2019;19/20;Everton;Crystal Palace;$3,300,000.00;$5,000,000.00;-34;James McCarthy
08-08-2019;19/20;Sampdoria;Leicester;$19,200,000.00;$24,000,000.00;-20;Dennis Praet
08-08-2019;19/20;Amiens SC;Newcastle;$5,400,000.00;$2,500,000.00;116;Emil Krafth
08-08-2019;19/20;Basel;West Ham;$11,300,000.00;$7,000,000.00;61,43;Albian Ajeti
08-08-2019;19/20;Arsenal;Everton;$30,400,000.00;$25,000,000.00;21,6;Alex Iwobi
08-08-2019;19/20;Celtic;Arsenal;$27,000,000.00;$12,500,000.00;116;Kieran Tierney
08-08-2019;19/20;Gamba Osaka;Man City;$1,000,000.00;$500,000.00;100;Ryotaro Meshino
08-08-2019;19/20;Girona;Man City;$12,000,000.00;$10,000,000.00;20;Pedro Porro
07-08-2019;19/20;Juventus;Man City;$65,000,000.00;$55,000,000.00;18,18;João Cancelo
06-08-2019;19/20;Estoril;Wolves;$500,000.00;$225,000.00;122,22;Renat Dadashov
05-08-2019;19/20;Leicester;Man Utd;$87,000,000.00;$50,000,000.00;74;Harry Maguire
04-08-2019;19/20;Juventus;Everton;$27,500,000.00;$40,000,000.00;-31,25;Moise Kean
02-08-2019;19/20;Mainz;Everton;$25,000,000.00;$28,000,000.00;-10,71;Jean-Philippe Gbamin
02-08-2019;19/20;Nice;Newcastle;$18,000,000.00;$25,000,000.00;-28;Allan Saint-Maximin
02-08-2019;19/20;Lazio;Wolves;$8,900,000.00;$1,000,000.00;790;Bruno Jordão
02-08-2019;19/20;Lazio;Wolves;$17,900,000.00;$2,500,000.00;616;Pedro Neto
01-08-2019;19/20;Burnley;Aston Villa;$8,800,000.00;$3,000,000.00;193,33;Tom Heaton
01-08-2019;19/20;Club Brugge;Aston Villa;$12,000,000.00;$6,500,000.00;84,62;Marvelous Nakamba
01-08-2019;19/20;Lille;Arsenal;$80,000,000.00;$65,000,000.00;23,08;Nicolas Pépé
30-07-2019;19/20;AC Milan;Wolves;$18,000,000.00;$28,000,000.00;-35,71;Patrick Cutrone
25-07-2019;19/20;Swansea;Crystal Palace;$2,800,000.00;$8,000,000.00;-65;Jordan Ayew
25-07-2019;19/20;Man City;Aston Villa;$16,800,000.00;$2,500,000.00;572;Douglas Luiz
25-07-2019;19/20;Saint-Étienne;Arsenal;$30,000,000.00;$12,000,000.00;150;William Saliba
24-07-2019;19/20;Kasimpasa;Aston Villa;$10,000,000.00;$6,000,000.00;66,67;Trezeguet
23-07-2019;19/20;Hoffenheim;Newcastle;$43,500,000.00;$35,000,000.00;24,29;Joelinton
20-07-2019;19/20;Rotherham;West Brom;$1,650,000.00;$1,000,000.00;65;Semi Ajayi
17-07-2019;19/20;Frankfurt;West Ham;$50,000,000.00;$40,000,000.00;25;Sébastien Haller
16-07-2019;19/20;Stade Reims;Aston Villa;$8,000,000.00;$6,000,000.00;33,33;Björn Engels
11-07-2019;19/20;Brentford;Aston Villa;$13,300,000.00;$3,500,000.00;280;Ezri Konsa
09-07-2019;19/20;Columbus Crew;Man City;$6,820,000.00;$5,000,000.00;36,4;Zack Steffen
08-07-2019;19/20;Monaco;Leicester;$45,000,000.00;$38,000,000.00;18,42;Youri Tielemans
08-07-2019;19/20;Bournemouth;Aston Villa;$22,300,000.00;$5,000,000.00;346;Tyrone Mings
04-07-2019;19/20;Newcastle;Leicester;$33,400,000.00;$20,000,000.00;67;Ayoze Pérez
04-07-2019;19/20;Atlético;Man City;$70,000,000.00;$80,000,000.00;-12,5;Rodri
03-07-2019;19/20;PSV;Man City;$12,000,000.00;$16,000,000.00;-25;Angeliño
01-07-2019;19/20;Real Madrid;Chelsea;$45,000,000.00;$35,000,000.00;28,57;Mateo Kovacic
01-07-2019;19/20;Liverpool;Southampton;$25,100,000.00;$15,000,000.00;67,33;Danny Ings
01-07-2019;19/20;RSC Anderlecht;Wolves;$13,800,000.00;$18,000,000.00;-23,33;Leander Dendoncker
01-07-2019;19/20;LOSC Lille;Aston Villa;$9,000,000.00;$7,500,000.00;20;Anwar El Ghazi
01-07-2019;19/20;Benfica;Wolves;$38,000,000.00;$35,000,000.00;8,57;Raúl Jiménez
01-07-2019;19/20;Barcelona;Everton;$25,000,000.00;$28,000,000.00;-10,71;André Gomes
01-07-2019;19/20;Wolves;Aston Villa;$3,400,000.00;$1,000,000.00;240;Kortney Hause
01-07-2019;19/20;Southampton;Aston Villa;$15,500,000.00;$7,000,000.00;121,43;Matt Targett
01-07-2019;19/20;Swansea;Man Utd;$17,800,000.00;$12,000,000.00;48,33;Daniel James
01-07-2019;19/20;Birmingham;Southampton;$16,700,000.00;$7,000,000.00;138,57;Ché Adams
01-07-2019;19/20;Villarreal;West Ham;$28,000,000.00;$25,000,000.00;12;Pablo Fornals
01-07-2019;19/20;Crystal Palace;Man Utd;$55,000,000.00;$35,000,000.00;57,14;Aaron Wan-Bissaka
01-07-2019;19/20;Standard Liège;Southampton;$15,700,000.00;$12,000,000.00;30,83;Moussa Djenepo
01-07-2019;19/20;PEC Zwolle;Liverpool;$1,900,000.00;$2,000,000.00;-5;Sepp van den Berg
31-01-2019;18/19;Atlético;Wolves;$21,000,000.00;$12,000,000.00;75;Jonny Otto
31-01-2019;18/19;Atlanta;Newcastle;$24,000,000.00;$15,000,000.00;60;Miguel Almirón
31-01-2019;18/19;SM Caen;Aston Villa;$5,000,000.00;$7,000,000.00;-28,57;Frédéric Guilbert
31-01-2019;18/19;Hajduk Split;Man City;$6,300,000.00;$550,000.00;1045,45;Ante Palaversa
14-01-2019;18/19;Kawasaki Front.;Man City;$1,100,000.00;$700,000.00;57,14;Ko Itakura
04-01-2019;18/19;Nott'm Forest;Blackburn;$8,300,000.00;$5,000,000.00;66;Ben Brereton Díaz
02-01-2019;18/19;Dortmund;Chelsea;$64,000,000.00;$50,000,000.00;28;Christian Pulisic
01-01-2019;18/19;Millwall;Middlesbrough;$7,800,000.00;$5,000,000.00;56;George Saville
09-08-2018;18/19;Arsenal;West Ham;$4,400,000.00;$7,500,000.00;-41,33;Lucas Pérez
09-08-2018;18/19;Barcelona;Everton;$30,250,000.00;$20,000,000.00;51,25;Yerry Mina
09-08-2018;18/19;Dinamo Zagreb;Leicester;$14,500,000.00;$11,000,000.00;31,82;Filip Benkovic
09-08-2018;18/19;Freiburg;Leicester;$21,100,000.00;$18,000,000.00;17,22;Çağlar Söyüncü
09-08-2018;18/19;Marseille;Fulham;$24,850,000.00;$18,000,000.00;38,06;Frank Anguissa
09-08-2018;18/19;Melbourne City;Man City;$890,000.00;$1,500,000.00;-40,67;Daniel Arzani
08-08-2018;18/19;Athletic Club;Chelsea;$80,000,000.00;$20,000,000.00;300;Kepa Arrizabalaga
08-08-2018;18/19;Hibernian FC;Aston Villa;$3,100,000.00;$1,750,000.00;77,14;John McGinn
08-08-2018;18/19;Middlesbrough;Wolves;$20,000,000.00;$8,000,000.00;150;Adama Traoré
07-08-2018;18/19;FC Ingolstadt;Aston Villa;$3,000,000.00;$800,000.00;275;Ørjan Nyland
06-08-2018;18/19;Newcastle;Blackburn;$1,900,000.00;$1,500,000.00;26,67;Adam Armstrong
05-08-2018;18/19;Monaco;Leicester;$14,000,000.00;$4,000,000.00;250;Rachid Ghezzal
02-08-2018;18/19;West Ham;Crystal Palace;$10,700,000.00;$12,000,000.00;-10,83;Cheikhou Kouyaté
02-08-2018;18/19;Mainz;Newcastle;$10,700,000.00;$6,000,000.00;78,33;Yoshinori Muto
01-08-2018;18/19;Barcelona;Everton;$20,200,000.00;$15,000,000.00;34,67;Lucas Digne
31-07-2018;18/19;PEC Zwolle;Man City;$2,500,000.00;$2,500,000.00;0;Philippe Sandler
30-07-2018;18/19;Newcastle;Fulham;$24,700,000.00;$15,000,000.00;64,67;Aleksandar Mitrović
30-07-2018;18/19;Charlton;Bolton;$225,000.00;$300,000.00;-25;Josh Magennis
28-07-2018;18/19;Scunthorpe Utd.;West Brom;$840,000.00;$200,000.00;320;Conor Townsend
28-07-2018;18/19;Peterborough;Sunderland;$225,000.00;$400,000.00;-43,75;Jack Baldwin
26-07-2018;18/19;Dep. La Coruña;Newcastle;$4,000,000.00;$3,000,000.00;33,33;Fabian Schär
24-07-2018;18/19;Monaco;Wolves;$5,600,000.00;$10,000,000.00;-44;João Moutinho
24-07-2018;18/19;Watford;Everton;$39,200,000.00;$25,000,000.00;56,8;Richarlison
20-07-2018;18/19;Liverpool;Leicester;$14,000,000.00;$2,500,000.00;460;Danny Ward
19-07-2018;18/19;Roma;Liverpool;$72,500,000.00;$60,000,000.00;20,83;Alisson
15-07-2018;18/19;Lazio;West Ham;$38,000,000.00;$30,000,000.00;26,67;Felipe Anderson
14-07-2018;18/19;Napoli;Chelsea;$57,000,000.00;$50,000,000.00;14;Jorginho
14-07-2018;18/19;Corinthians;West Ham;$4,000,000.00;$5,000,000.00;-20;Fabián Balbuena
13-07-2018;18/19;Stoke City;Liverpool;$14,700,000.00;$18,000,000.00;-18,33;Xherdan Shaqiri
13-07-2018;18/19;Mönchengladbach;Southampton;$25,000,000.00;$14,000,000.00;78,57;Jannik Vestergaard
11-07-2018;18/19;Dortmund;West Ham;$20,000,000.00;$23,000,000.00;-13,04;Andriy Yarmolenko
11-07-2018;18/19;FC Lorient;Arsenal;$8,000,000.00;$2,500,000.00;220;Mattéo Guendouzi
10-07-2018;18/19;Leicester;Man City;$67,800,000.00;$50,000,000.00;35,6;Riyad Mahrez
10-07-2018;18/19;Man City;Southampton;$11,300,000.00;$2,000,000.00;465;Angus Gunn
10-07-2018;18/19;Sampdoria;Arsenal;$28,650,000.00;$30,000,000.00;-4,5;Lucas Torreira
03-07-2018;18/19;Man Utd;West Brom;$7,350,000.00;$2,500,000.00;194;Sam Johnstone
02-07-2018;18/19;Bor. Dortmund;Arsenal;$16,000,000.00;$20,000,000.00;-20;Sokratis Papastathopoulos
01-07-2018;18/19;Swansea;West Ham;$8,000,000.00;$5,000,000.00;60;Lukasz Fabianski
01-07-2018;18/19;West Brom;Leicester;$4,000,000.00;$15,000,000.00;-73,33;Jonny Evans
01-07-2018;18/19;Sporting;Wolves;$18,000,000.00;$16,000,000.00;12,5;Rui Patrício
01-07-2018;18/19;Leverkusen;Arsenal;$25,000,000.00;$20,000,000.00;25;Bernd Leno
01-07-2018;18/19;Sparta Prague;Newcastle;$4,000,000.00;$4,000,000.00;0;Martin Dúbravka
01-07-2018;18/19;Celtic;Southampton;$7,950,000.00;$2,000,000.00;297,5;Stuart Armstrong
01-07-2018;18/19;Porto;Wolves;$12,000,000.00;$5,000,000.00;140;Willy Boly
01-07-2018;18/19;Sunderland;Middlesbrough;$5,700,000.00;$3,000,000.00;90;Paddy McNair
01-07-2018;18/19;Basel;Southampton;$18,000,000.00;$8,500,000.00;111,76;Mohamed Elyounoussi
01-07-2018;18/19;Shakhtar D.;Man Utd;$59,000,000.00;$32,000,000.00;84,38;Fred
01-07-2018;18/19;Porto;Leicester;$22,000,000.00;$20,000,000.00;10;Ricardo Pereira
01-07-2018;18/19;Monaco;Liverpool;$45,000,000.00;$45,000,000.00;0;Fabinho
01-07-2018;18/19;Toulouse;West Ham;$25,000,000.00;$22,000,000.00;13,64;Issa Diop
01-07-2018;18/19;Norwich;Leicester;$25,000,000.00;$10,000,000.00;150;James Maddison
01-07-2018;18/19;RB Leipzig;Liverpool;$60,000,000.00;$65,000,000.00;-7,69;Naby Keïta
01-07-2018;18/19;Dortmund;Newcastle;$7,000,000.00;$10,000,000.00;-30;Mikel Merino
01-07-2018;18/19;Atlético;Wolves;$14,000,000.00;$12,000,000.00;16,67;Diogo Jota
01-07-2018;18/19;Porto;Man Utd;$22,000,000.00;$15,000,000.00;46,67;Diogo Dalot
01-07-2018;18/19;Monaco;Wolves;$2,250,000.00;$500,000.00;350;Rúben Vinagre
01-07-2018;18/19;Feirense;Stoke City;$7,200,000.00;$1,500,000.00;380;Peter Etebo
31-01-2018;17/18;Dortmund;Arsenal;$63,750,000.00;$65,000,000.00;-1,92;Pierre-Emerick Aubameyang
31-01-2018;17/18;Arsenal;Chelsea;$17,000,000.00;$20,000,000.00;-15;Olivier Giroud
31-01-2018;17/18;Galatasaray;Stoke City;$16,000,000.00;$7,000,000.00;128,57;Badou Ndiaye
31-01-2018;17/18;Midtjylland;Crystal Palace;$16,000,000.00;$2,000,000.00;700;Alexander Sørloth
30-01-2018;17/18;Athletic Club;Man City;$65,000,000.00;$25,000,000.00;160;Aymeric Laporte
30-01-2018;17/18;Roma;Chelsea;$20,000,000.00;$14,000,000.00;42,86;Emerson
30-01-2018;17/18;New York City;Man City;$4,000,000.00;$1,750,000.00;128,57;Jack Harrison
25-01-2018;17/18;Monaco;Southampton;$22,000,000.00;$6,000,000.00;266,67;Guido Carrillo
22-01-2018;17/18;Arsenal;Man Utd;$34,000,000.00;$70,000,000.00;-51,43;Alexis Sánchez
22-01-2018;17/18;Man Utd;Arsenal;$34,000,000.00;$35,000,000.00;-2,86;Henrikh Mkhitaryan
19-01-2018;17/18;Fleetwood;Blackburn;$300,000.00;$500,000.00;-40;Amari'i Bell
05-01-2018;17/18;Besiktas;Everton;$22,500,000.00;$10,500,000.00;114,29;Cenk Tosun
05-01-2018;17/18;Everton;Chelsea;$16,800,000.00;$25,000,000.00;-32,8;Ross Barkley
04-01-2018;17/18;PAS Giannina;Arsenal;$2,100,000.00;$450,000.00;366,67;Konstantinos Mavropanos
03-01-2018;17/18;Valencia B;Wolves;$2,000,000.00;$1,000,000.00;100;Rafa Mir
01-01-2018;17/18;Al Ahly;West Brom;$5,000,000.00;$3,000,000.00;66,67;Ahmed Hegazy
01-01-2018;17/18;Southampton;Liverpool;$84,650,000.00;$30,000,000.00;182,17;Virgil van Dijk
31-08-2017;17/18;Liverpool;Crystal Palace;$28,200,000.00;$15,000,000.00;88;Mamadou Sakho
31-08-2017;17/18;Sporting CP;Leicester;$20,500,000.00;$25,000,000.00;-18;Adrien Silva
31-08-2017;17/18;Arsenal;Liverpool;$38,000,000.00;$22,000,000.00;72,73;Alex Oxlade-Chamberlain
31-08-2017;17/18;Torino;Chelsea;$25,000,000.00;$8,500,000.00;194,12;Davide Zappacosta
31-08-2017;17/18;Hajduk Split;Everton;$10,800,000.00;$4,000,000.00;170;Nikola Vlašić
25-08-2017;17/18;Leipzig;West Brom;$15,200,000.00;$7,000,000.00;117,14;Oliver Burke
22-08-2017;17/18;Lazio;Southampton;$16,000,000.00;$7,500,000.00;113,33;Wesley Hoedt
16-08-2017;17/18;Stoke City;Newcastle;$5,500,000.00;$3,500,000.00;57,14;Joselu
16-08-2017;17/18;Swansea;Everton;$49,400,000.00;$25,000,000.00;97,6;Gylfi Sigurdsson
10-08-2017;17/18;Porto;Stoke City;$7,700,000.00;$11,000,000.00;-30;Bruno Martins Indi
08-08-2017;17/18;Juventus;Southampton;$17,250,000.00;$7,500,000.00;130;Mario Lemina
07-08-2017;17/18;Halmstads BK;West Ham;$3,000,000.00;$400,000.00;650;Sead Haksabanovic
03-08-2017;17/18;Man City;Leicester;$27,700,000.00;$15,000,000.00;84,67;Kelechi Iheanacho
31-07-2017;17/18;Chelsea;Man Utd;$44,700,000.00;$35,000,000.00;27,71;Nemanja Matić
26-07-2017;17/18;Blackburn;Sunderland;$560,000.00;$1,000,000.00;-44;Jason Steele
24-07-2017;17/18;Monaco;Man City;$57,500,000.00;$13,000,000.00;342,31;Benjamin Mendy
24-07-2017;17/18;Ajax;Crystal Palace;$9,000,000.00;$5,000,000.00;80;Jaïro Riedewald
23-07-2017;17/18;Real Madrid;Man City;$30,000,000.00;$16,000,000.00;87,5;Danilo
22-07-2017;17/18;Stoke City;West Ham;$22,300,000.00;$15,000,000.00;48,67;Marko Arnautovic
22-07-2017;17/18;West Ham;Middlesbrough;$5,600,000.00;$2,500,000.00;124;Darren Randolph
21-07-2017;17/18;Real Madrid;Chelsea;$66,000,000.00;$40,000,000.00;65;Álvaro Morata
21-07-2017;17/18;Atlético Madrid;Newcastle;$5,000,000.00;$4,000,000.00;25;Javier Manquillo
21-07-2017;17/18;Hull City;Liverpool;$9,000,000.00;$7,000,000.00;28,57;Andrew Robertson
19-07-2017;17/18;Norwich;Newcastle;$11,300,000.00;$1,000,000.00;1030;Jacob Murphy
17-07-2017;17/18;Nottm Forest;Middlesbrough;$17,100,000.00;$5,000,000.00;242;Britt Assombalonga
15-07-2017;17/18;Monaco;Chelsea;$40,000,000.00;$16,000,000.00;150;Tiemoué Bakayoko
14-07-2017;17/18;Tottenham;Man City;$52,700,000.00;$30,000,000.00;75,67;Kyle Walker
13-07-2017;17/18;Toulouse;Middlesbrough;$11,300,000.00;$7,500,000.00;50,67;Martin Braithwaite
10-07-2017;17/18;Everton;Man Utd;$84,700,000.00;$50,000,000.00;69,4;Romelu Lukaku
09-07-2017;17/18;Roma;Chelsea;$35,000,000.00;$25,000,000.00;40;Antonio Rüdiger
08-07-2017;17/18;Porto;Wolves;$17,900,000.00;$10,000,000.00;79;Rúben Neves
07-07-2017;17/18;Standard Liège;Fulham;$2,500,000.00;$2,000,000.00;25;Ibrahima Cissé
06-07-2017;17/18;Sevilla FC;Leicester;$15,000,000.00;$9,000,000.00;66,67;Vicente Iborra
05-07-2017;17/18;Lyon;Arsenal;$53,000,000.00;$40,000,000.00;32,5;Alexandre Lacazette
04-07-2017;17/18;SD Eibar;Newcastle;$10,000,000.00;$5,000,000.00;100;Florian Lejeune
03-07-2017;17/18;Burnley;Everton;$28,500,000.00;$18,000,000.00;58,33;Michael Keane
03-07-2017;17/18;Málaga CF;Everton;$6,000,000.00;$10,000,000.00;-40;Sandro Ramírez
03-07-2017;17/18;Vitesse;West Brom;$7,200,000.00;$700,000.00;928,57;Yuning Zhang
02-07-2017;17/18;Southampton;West Brom;$13,700,000.00;$10,000,000.00;37;Jay Rodríguez
01-07-2017;17/18;Rio Ave;Wolves;$3,000,000.00;$2,500,000.00;20;Roderick Miranda
01-07-2017;17/18;Konyaspor;Wolves;$1,140,000.00;$1,500,000.00;-24;Barry Douglas
01-07-2017;17/18;Sunderland;Everton;$28,500,000.00;$15,000,000.00;90;Jordan Pickford
01-07-2017;17/18;Roma;Liverpool;$42,000,000.00;$35,000,000.00;20;Mohamed Salah
01-07-2017;17/18;Hull City;Leicester;$13,700,000.00;$8,000,000.00;71,25;Harry Maguire
01-07-2017;17/18;Ajax;Everton;$27,000,000.00;$18,000,000.00;50;Davy Klaassen
01-07-2017;17/18;Benfica;Man Utd;$35,000,000.00;$22,000,000.00;59,09;Victor Lindelöf
01-07-2017;17/18;Benfica;Man City;$40,000,000.00;$22,000,000.00;81,82;Ederson
01-07-2017;17/18;Monaco;Man City;$50,000,000.00;$40,000,000.00;25;Bernardo Silva
01-07-2017;17/18;Lech Poznan;Southampton;$6,000,000.00;$500,000.00;1100;Jan Bednarek
01-07-2017;17/18;KAS Eupen;Everton;$8,000,000.00;$7,000,000.00;14,29;Henry Onyekuru
01-02-2017;16/17;Atl. Venezuela;Man City;$1,000,000.00;$900,000.00;11,11;Yangel Herrera
30-01-2017;16/17;Sunderland;Crystal Palace;$10,500,000.00;$6,000,000.00;75;Patrick van Aanholt
30-01-2017;16/17;Benfica;Wolves;$15,000,000.00;$3,000,000.00;400;Hélder Costa
25-01-2017;16/17;Barnsley;Aston Villa;$3,500,000.00;$250,000.00;1300;James Bree
20-01-2017;16/17;Southampton;West Ham;$9,200,000.00;$6,000,000.00;53,33;José Fonte
13-01-2017;16/17;Leicester;Crystal Palace;$13,800,000.00;$8,000,000.00;72,5;Jeffrey Schlupp
12-01-2017;16/17;Man Utd;Everton;$23,000,000.00;$28,000,000.00;-17,86;Morgan Schneiderlin
05-01-2017;16/17;Charlton;Everton;$8,800,000.00;$1,500,000.00;486,67;Ademola Lookman
03-01-2017;16/17;Genk;Leicester;$17,600,000.00;$8,000,000.00;120;Wilfred Ndidi
01-01-2017;16/17;Palmeiras;Man City;$32,000,000.00;$16,000,000.00;100;Gabriel Jesus
07-09-2016;16/17;Boavista;Sunderland;$1,500,000.00;$2,000,000.00;-25;Mika
31-08-2016;16/17;Watford;West Brom;$4,700,000.00;$4,000,000.00;17,5;Allan Nyom
31-08-2016;16/17;Fiorentina;Chelsea;$23,000,000.00;$9,000,000.00;155,56;Marcos Alonso
31-08-2016;16/17;Monaco;Wolves;$8,000,000.00;$7,500,000.00;6,67;Ivan Cavaleiro
31-08-2016;16/17;Sporting;Leicester;$31,000,000.00;$22,000,000.00;40,91;Islam Slimani
31-08-2016;16/17;Aston Villa;Middlesbrough;$8,250,000.00;$8,000,000.00;3,13;Adama Traoré
31-08-2016;16/17;Sheff Utd;Everton;$1,800,000.00;$100,000.00;1700;Dominic Calvert-Lewin
30-08-2016;16/17;Dep. La Coruña;Arsenal;$20,000,000.00;$12,000,000.00;66,67;Lucas Pérez
30-08-2016;16/17;Angers SCO;Wolves;$4,000,000.00;$4,000,000.00;0;Romain Saïss
29-08-2016;16/17;Tottenham;West Brom;$15,200,000.00;$13,000,000.00;16,92;Nacer Chadli
29-08-2016;16/17;Lille;Southampton;$18,700,000.00;$13,000,000.00;43,85;Sofiane Boufal
26-08-2016;16/17;Heracles Almelo;Wolves;$2,000,000.00;$650,000.00;207,69;Paul Gladon
25-08-2016;16/17;Barcelona;Man City;$18,000,000.00;$15,000,000.00;20;Claudio Bravo
25-08-2016;16/17;FC Sion;West Ham;$6,400,000.00;$4,500,000.00;42,22;Edimilson Fernandes
24-08-2016;16/17;Tottenham;Newcastle;$5,900,000.00;$3,000,000.00;96,67;DeAndre Yedlin
23-08-2016;16/17;Leicester;Aston Villa;$2,300,000.00;$2,000,000.00;15;Ritchie De Laet
15-08-2016;16/17;Crystal Palace;Everton;$28,900,000.00;$14,000,000.00;106,43;Yannick Bolasie
15-08-2016;16/17;Gimnàstic;Man City;$200,000.00;$500,000.00;-60;Pablo Marí
11-08-2016;16/17;Man Utd;Sunderland;$5,250,000.00;$4,000,000.00;31,25;Paddy McNair
09-08-2016;16/17;Juventus;Man Utd;$105,000,000.00;$70,000,000.00;50;Paul Pogba
09-08-2016;16/17;Everton;Man City;$55,600,000.00;$28,000,000.00;98,57;John Stones
08-08-2016;16/17;Swansea;West Ham;$24,100,000.00;$18,000,000.00;33,89;André Ayew
08-08-2016;16/17;Olympiacos;West Ham;$7,100,000.00;$7,000,000.00;1,43;Arthur Masuaku
08-08-2016;16/17;CD Maldonado;Man City;$4,700,000.00;$8,000,000.00;-41,25;Gerónimo Rulli
05-08-2016;16/17;Chelsea;Sunderland;$9,500,000.00;$4,500,000.00;111,11;Papy Djilobodji
05-08-2016;16/17;Atl. Nacional;Man City;$5,500,000.00;$1,000,000.00;450;Marlos Moreno
03-08-2016;16/17;Cracovia;Leicester;$5,000,000.00;$5,000,000.00;0;Bartosz Kapustka
02-08-2016;16/17;Aston Villa;Everton;$8,500,000.00;$9,000,000.00;-5,56;Idrissa Gueye
02-08-2016;16/17;FC Schalke 04;Man City;$52,000,000.00;$30,000,000.00;73,33;Leroy Sané
01-08-2016;16/17;Crystal Palace;Southampton;$4,700,000.00;$3,000,000.00;56,67;Alex McCarthy
25-07-2016;16/17;Liverpool;Stoke City;$15,500,000.00;$8,000,000.00;93,75;Joe Allen
22-07-2016;16/17;Newcastle;Liverpool;$27,500,000.00;$20,000,000.00;37,5;Georginio Wijnaldum
22-07-2016;16/17;Bolton;Arsenal;$3,000,000.00;$250,000.00;1100;Rob Holding
21-07-2016;16/17;Blackburn;Newcastle;$6,600,000.00;$2,500,000.00;164;Grant Hanley
18-07-2016;16/17;Sanf. Hiroshima;Arsenal;$4,000,000.00;$1,200,000.00;233,33;Takuma Asano
16-07-2016;16/17;Leicester;Chelsea;$35,800,000.00;$20,000,000.00;79;N'Golo Kanté
14-07-2016;16/17;KSC Lokeren;Fulham;$1,000,000.00;$1,500,000.00;-33,33;Denis Odoi
11-07-2016;16/17;Bayern Munich;Southampton;$15,000,000.00;$6,000,000.00;150;Pierre-Emile Højbjerg
11-07-2016;16/17;Arsenal U23;Newcastle;$2,900,000.00;$500,000.00;480;Isaac Hayden
10-07-2016;16/17;Reading;Aston Villa;$5,900,000.00;$200,000.00;2850;Aaron Tshibola
08-07-2016;16/17;CSKA Moscow;Leicester;$19,500,000.00;$18,000,000.00;8,33;Ahmed Musa
08-07-2016;16/17;Hellas Verona;Aston Villa;$5,000,000.00;$2,000,000.00;150;Pierluigi Gollini
06-07-2016;16/17;Dortmund;Man Utd;$42,000,000.00;$30,000,000.00;40;Henrikh Mkhitaryan
05-07-2016;16/17;West Ham;Crystal Palace;$11,700,000.00;$6,000,000.00;95;James Tomkins
04-07-2016;16/17;Atalanta;Middlesbrough;$10,500,000.00;$5,000,000.00;110;Marten de Roon
04-07-2016;16/17;Ufa;Man City;$2,250,000.00;$4,000,000.00;-43,75;Oleksandr Zinchenko
03-07-2016;16/17;Nice;Leicester;$15,500,000.00;$7,500,000.00;106,67;Nampalys Mendy
03-07-2016;16/17;Marseille;Chelsea;$39,000,000.00;$15,000,000.00;160;Michy Batshuayi
01-07-2016;16/17;Fulham;Wolves;$300,000.00;$500,000.00;-40;Andy Lonergan
01-07-2016;16/17;Hannover 96;Leicester;$3,500,000.00;$8,000,000.00;-56,25;Ron-Robert Zieler
01-07-2016;16/17;Dortmund;Man City;$27,000,000.00;$30,000,000.00;-10;İlkay Gündoğan
01-07-2016;16/17;Newcastle;Crystal Palace;$15,600,000.00;$9,000,000.00;73,33;Andros Townsend
01-07-2016;16/17;1.FSV Mainz 05;Liverpool;$6,200,000.00;$7,000,000.00;-11,43;Loris Karius
01-07-2016;16/17;Bournemouth;Newcastle;$12,000,000.00;$6,000,000.00;100;Matt Ritchie
01-07-2016;16/17;Mönchengladbach;Arsenal;$45,000,000.00;$35,000,000.00;28,57;Granit Xhaka
01-07-2016;16/17;KAA Gent;Newcastle;$6,600,000.00;$6,500,000.00;1,54;Matz Sels
01-07-2016;16/17;Norwich;Southampton;$13,500,000.00;$7,500,000.00;80;Nathan Redmond
01-07-2016;16/17;Al-Jazira;West Ham;$12,000,000.00;$9,000,000.00;33,33;Manuel Lanzini
01-07-2016;16/17;Crystal Palace;Newcastle;$12,000,000.00;$3,000,000.00;300;Dwight Gayle
01-07-2016;16/17;Southampton;Liverpool;$41,200,000.00;$20,000,000.00;106;Sadio Mané
01-07-2016;16/17;Villarreal;Man Utd;$38,000,000.00;$8,000,000.00;375;Eric Bailly
01-02-2016;15/16;Standard Liège;Middlesbrough;$2,600,000.00;$2,500,000.00;4;Julien De Sart
01-02-2016;15/16;FC Porto;Stoke City;$24,250,000.00;$16,000,000.00;51,56;Giannelli Imbula
30-01-2016;15/16;G. Bordeaux;Sunderland;$11,800,000.00;$7,500,000.00;57,33;Wahbi Khazri
30-01-2016;15/16;New York;Chelsea;$4,600,000.00;$150,000.00;2966,67;Matt Miazga
27-01-2016;15/16;Tottenham;Newcastle;$15,700,000.00;$8,000,000.00;96,25;Andros Townsend
22-01-2016;15/16;FC Copenhagen;Leicester;$6,600,000.00;$3,000,000.00;120;Daniel Amartey
20-01-2016;15/16;Leeds;West Ham;$4,800,000.00;$3,500,000.00;37,14;Sam Byram
15-01-2016;15/16;Central Coast;Man City;$320,000.00;$350,000.00;-8,57;Anthony Cáceres
