Fecha;Temporada;Club de origen_1;Club comprador_2;Valor pagado;Valor estimado;Deficit;Jugador
31-08-2017;17/18;Hajduk Split;Everton;10800000;4000000;170;Nikola Vlašić
25-08-2017;17/18;Leipzig;West Brom;15200000;7000000;117;Oliver Burke
22-08-2017;17/18;Lazio;Southampton;16000000;7500000;113;Wesley Hoedt
16-08-2017;17/18;Stoke City;Newcastle;5500000;3500000;57;Joselu
16-08-2017;17/18;Swansea;Everton;49400000;25000000;98;Gylfi Sigurdsson
10-08-2017;17/18;Porto;Stoke City;7700000;11000000;-30;Bruno Martins Indi
08-08-2017;17/18;Juventus;Southampton;17250000;7500000;130;Mario Lemina
07-08-2017;17/18;Halmstads BK;West Ham;3000000;400000;650;Sead Haksabanovic
03-08-2017;17/18;Man City;Leicester;27700000;15000000;85;Kelechi Iheanacho
31-07-2017;17/18;Chelsea;Man Utd;44700000;35000000;28;Nemanja Matić
26-07-2017;17/18;Blackburn;Sunderland;560000;1000000;-44;Jason Steele
24-07-2017;17/18;Monaco;Man City;57500000;13000000;342;Benjamin Mendy
24-07-2017;17/18;Ajax;Crystal Palace;9000000;5000000;80;Jaïro Riedewald
23-07-2017;17/18;Real Madrid;Man City;30000000;16000000;88;Danilo
22-07-2017;17/18;Stoke City;West Ham;22300000;15000000;49;Marko Arnautovic
22-07-2017;17/18;West Ham;Middlesbrough;5600000;2500000;124;Darren Randolph
21-07-2017;17/18;Real Madrid;Chelsea;66000000;40000000;65;Álvaro Morata
21-07-2017;17/18;Atlético Madrid;Newcastle;5000000;4000000;25;Javier Manquillo
21-07-2017;17/18;Hull City;Liverpool;9000000;7000000;29;Andrew Robertson
19-07-2017;17/18;Norwich;Newcastle;11300000;1000000;1030;Jacob Murphy
17-07-2017;17/18;Nottm Forest;Middlesbrough;17100000;5000000;242;Britt Assombalonga
15-07-2017;17/18;Monaco;Chelsea;40000000;16000000;150;Tiemoué Bakayoko
14-07-2017;17/18;Tottenham;Man City;52700000;30000000;76;Kyle Walker
13-07-2017;17/18;Toulouse;Middlesbrough;11300000;7500000;51;Martin Braithwaite
10-07-2017;17/18;Everton;Man Utd;84700000;50000000;69;Romelu Lukaku
09-07-2017;17/18;Roma;Chelsea;35000000;25000000;40;Antonio Rüdiger
08-07-2017;17/18;Porto;Wolves;17900000;10000000;79;Rúben Neves
07-07-2017;17/18;Standard Liège;Fulham;2500000;2000000;25;Ibrahima Cissé
06-07-2017;17/18;Sevilla FC;Leicester;15000000;9000000;67;Vicente Iborra
05-07-2017;17/18;Lyon;Arsenal;53000000;40000000;33;Alexandre Lacazette
04-07-2017;17/18;SD Eibar;Newcastle;10000000;5000000;100;Florian Lejeune
03-07-2017;17/18;Burnley;Everton;28500000;18000000;58;Michael Keane
03-07-2017;17/18;Málaga CF;Everton;6000000;10000000;-40;Sandro Ramírez
03-07-2017;17/18;Vitesse;West Brom;7200000;700000;929;Yuning Zhang
02-07-2017;17/18;Southampton;West Brom;13700000;10000000;37;Jay Rodríguez
01-07-2017;17/18;Rio Ave;Wolves;3000000;2500000;20;Roderick Miranda
01-07-2017;17/18;Konyaspor;Wolves;1140000;1500000;-24;Barry Douglas
01-07-2017;17/18;Sunderland;Everton;28500000;15000000;90;Jordan Pickford
01-07-2017;17/18;Roma;Liverpool;42000000;35000000;20;Mohamed Salah
01-07-2017;17/18;Hull City;Leicester;13700000;8000000;71;Harry Maguire
01-07-2017;17/18;Ajax;Everton;27000000;18000000;50;Davy Klaassen
01-07-2017;17/18;Benfica;Man Utd;35000000;22000000;59;Victor Lindelöf
01-07-2017;17/18;Benfica;Man City;40000000;22000000;82;Ederson
01-07-2017;17/18;Monaco;Man City;50000000;40000000;25;Bernardo Silva
01-07-2017;17/18;Lech Poznan;Southampton;6000000;500000;1100;Jan Bednarek
01-07-2017;17/18;KAS Eupen;Everton;8000000;7000000;14;Henry Onyekuru
01-02-2017;16/17;Atl. Venezuela;Man City;1000000;900000;11;Yangel Herrera
30-01-2017;16/17;Sunderland;Crystal Palace;10500000;6000000;75;Patrick van Aanholt
30-01-2017;16/17;Benfica;Wolves;15000000;3000000;400;Hélder Costa
25-01-2017;16/17;Barnsley;Aston Villa;3500000;250000;1300;James Bree
20-01-2017;16/17;Southampton;West Ham;9200000;6000000;53;José Fonte
13-01-2017;16/17;Leicester;Crystal Palace;13800000;8000000;73;Jeffrey Schlupp
12-01-2017;16/17;Man Utd;Everton;23000000;28000000;-18;Morgan Schneiderlin
05-01-2017;16/17;Charlton;Everton;8800000;1500000;487;Ademola Lookman
03-01-2017;16/17;Genk;Leicester;17600000;8000000;120;Wilfred Ndidi
01-01-2017;16/17;Palmeiras;Man City;32000000;16000000;100;Gabriel Jesus
07-09-2016;16/17;Boavista;Sunderland;1500000;2000000;-25;Mika
31-08-2016;16/17;Watford;West Brom;4700000;4000000;18;Allan Nyom
31-08-2016;16/17;Fiorentina;Chelsea;23000000;9000000;156;Marcos Alonso
31-08-2016;16/17;Monaco;Wolves;8000000;7500000;7;Ivan Cavaleiro
31-08-2016;16/17;Sporting;Leicester;31000000;22000000;41;Islam Slimani
31-08-2016;16/17;Aston Villa;Middlesbrough;8250000;8000000;3;Adama Traoré
31-08-2016;16/17;Sheff Utd;Everton;1800000;100000;1700;Dominic Calvert-Lewin
30-08-2016;16/17;Dep. La Coruña;Arsenal;20000000;12000000;67;Lucas Pérez
30-08-2016;16/17;Angers SCO;Wolves;4000000;4000000;0;Romain Saïss
29-08-2016;16/17;Tottenham;West Brom;15200000;13000000;17;Nacer Chadli
29-08-2016;16/17;Lille;Southampton;18700000;13000000;44;Sofiane Boufal
26-08-2016;16/17;Heracles Almelo;Wolves;2000000;650000;208;Paul Gladon
25-08-2016;16/17;Barcelona;Man City;18000000;15000000;20;Claudio Bravo
25-08-2016;16/17;FC Sion;West Ham;6400000;4500000;42;Edimilson Fernandes
24-08-2016;16/17;Tottenham;Newcastle;5900000;3000000;97;DeAndre Yedlin
23-08-2016;16/17;Leicester;Aston Villa;2300000;2000000;15;Ritchie De Laet
15-08-2016;16/17;Crystal Palace;Everton;28900000;14000000;106;Yannick Bolasie
15-08-2016;16/17;Gimnàstic;Man City;200000;500000;-60;Pablo Marí
11-08-2016;16/17;Man Utd;Sunderland;5250000;4000000;31;Paddy McNair
09-08-2016;16/17;Juventus;Man Utd;105000000;70000000;50;Paul Pogba
09-08-2016;16/17;Everton;Man City;55600000;28000000;99;John Stones
08-08-2016;16/17;Swansea;West Ham;24100000;18000000;34;André Ayew
08-08-2016;16/17;Olympiacos;West Ham;7100000;7000000;1;Arthur Masuaku
08-08-2016;16/17;CD Maldonado;Man City;4700000;8000000;-41;Gerónimo Rulli
05-08-2016;16/17;Chelsea;Sunderland;9500000;4500000;111;Papy Djilobodji
05-08-2016;16/17;Atl. Nacional;Man City;5500000;1000000;450;Marlos Moreno
03-08-2016;16/17;Cracovia;Leicester;5000000;5000000;0;Bartosz Kapustka
02-08-2016;16/17;Aston Villa;Everton;8500000;9000000;-6;Idrissa Gueye
02-08-2016;16/17;FC Schalke 04;Man City;52000000;30000000;73;Leroy Sané
01-08-2016;16/17;Crystal Palace;Southampton;4700000;3000000;57;Alex McCarthy
25-07-2016;16/17;Liverpool;Stoke City;15500000;8000000;94;Joe Allen
22-07-2016;16/17;Newcastle;Liverpool;27500000;20000000;38;Georginio Wijnaldum
22-07-2016;16/17;Bolton;Arsenal;3000000;250000;1100;Rob Holding
21-07-2016;16/17;Blackburn;Newcastle;6600000;2500000;164;Grant Hanley
18-07-2016;16/17;Sanf. Hiroshima;Arsenal;4000000;1200000;233;Takuma Asano
16-07-2016;16/17;Leicester;Chelsea;35800000;20000000;79;N'Golo Kanté
14-07-2016;16/17;KSC Lokeren;Fulham;1000000;1500000;-33;Denis Odoi
11-07-2016;16/17;Bayern Munich;Southampton;15000000;6000000;150;Pierre-Emile Højbjerg
11-07-2016;16/17;Arsenal U23;Newcastle;2900000;500000;480;Isaac Hayden
10-07-2016;16/17;Reading;Aston Villa;5900000;200000;2850;Aaron Tshibola
08-07-2016;16/17;CSKA Moscow;Leicester;19500000;18000000;8;Ahmed Musa
08-07-2016;16/17;Hellas Verona;Aston Villa;5000000;2000000;150;Pierluigi Gollini
06-07-2016;16/17;Dortmund;Man Utd;42000000;30000000;40;Henrikh Mkhitaryan
05-07-2016;16/17;West Ham;Crystal Palace;11700000;6000000;95;James Tomkins
04-07-2016;16/17;Atalanta;Middlesbrough;10500000;5000000;110;Marten de Roon
04-07-2016;16/17;Ufa;Man City;2250000;4000000;-44;Oleksandr Zinchenko
03-07-2016;16/17;Nice;Leicester;15500000;7500000;107;Nampalys Mendy
03-07-2016;16/17;Marseille;Chelsea;39000000;15000000;160;Michy Batshuayi
01-07-2016;16/17;Fulham;Wolves;300000;500000;-40;Andy Lonergan
01-07-2016;16/17;Hannover 96;Leicester;3500000;8000000;-56;Ron-Robert Zieler
01-07-2016;16/17;Dortmund;Man City;27000000;30000000;-10;İlkay Gündoğan
01-07-2016;16/17;Newcastle;Crystal Palace;15600000;9000000;73;Andros Townsend
01-07-2016;16/17;1.FSV Mainz 05;Liverpool;6200000;7000000;-11;Loris Karius
01-07-2016;16/17;Bournemouth;Newcastle;12000000;6000000;100;Matt Ritchie
01-07-2016;16/17;Mönchengladbach;Arsenal;45000000;35000000;29;Granit Xhaka
01-07-2016;16/17;KAA Gent;Newcastle;6600000;6500000;2;Matz Sels
01-07-2016;16/17;Norwich;Southampton;13500000;7500000;80;Nathan Redmond
01-07-2016;16/17;Al-Jazira;West Ham;12000000;9000000;33;Manuel Lanzini
01-07-2016;16/17;Crystal Palace;Newcastle;12000000;3000000;300;Dwight Gayle
01-07-2016;16/17;Southampton;Liverpool;41200000;20000000;106;Sadio Mané
01-07-2016;16/17;Villarreal;Man Utd;38000000;8000000;375;Eric Bailly
01-02-2016;15/16;Standard Liège;Middlesbrough;2600000;2500000;4;Julien De Sart
01-02-2016;15/16;FC Porto;Stoke City;24250000;16000000;52;Giannelli Imbula
30-01-2016;15/16;G. Bordeaux;Sunderland;11800000;7500000;57;Wahbi Khazri
30-01-2016;15/16;New York;Chelsea;4600000;150000;2967;Matt Miazga
27-01-2016;15/16;Tottenham;Newcastle;15700000;8000000;96;Andros Townsend
22-01-2016;15/16;FC Copenhagen;Leicester;6600000;3000000;120;Daniel Amartey
20-01-2016;15/16;Leeds;West Ham;4800000;3500000;37;Sam Byram
15-01-2016;15/16;Central Coast;Man City;320000;350000;-9;Anthony Cáceres
14-01-2016;15/16;Basel;Arsenal;12500000;4000000;213;Mohamed Elneny
12-01-2016;15/16;Swansea;Newcastle;16000000;12000000;33;Jonjo Shelvey
06-01-2016;15/16;Red Star;Liverpool;7000000;3000000;133;Marko Grujić
04-01-2016;15/16;Birmingham;Leicester;5100000;4000000;28;Demarai Gray
01-09-2015;15/16;River Plate;Everton;12200000;6000000;103;Ramiro Funes Mori
01-09-2015;15/16;Nott'm Forest;West Ham;9500000;2500000;280;Michail Antonio
01-09-2015;15/16;Swindon Town;Wolves;1350000;300000;350;Nathan Byrne
01-09-2015;15/16;FC Nantes;Chelsea;3500000;6500000;-46;Papy Djilobodji
01-09-2015;15/16;Celtic;Southampton;15700000;5000000;214;Virgil van Dijk
01-09-2015;15/16;Monaco;Man Utd;60000000;8000000;650;Anthony Martial
31-08-2015;15/16;Bristol City;Fulham;250000;250000;0;Ryan Fredericks
30-08-2015;15/16;Wolfsburg;Man City;76000000;45000000;69;Kevin De Bruyne
29-08-2015;15/16;Man Utd;West Brom;8300000;6000000;38;Jonny Evans
28-08-2015;15/16;Ponferradina;Man City;550000;500000;10;Rubén Sobrino
28-08-2015;15/16;Girona;Man City;300000;800000;-63;Florian Lejeune
22-08-2015;15/16;Fluminense;Chelsea;8000000;6000000;33;Kenedy
20-08-2015;15/16;Valencia;Man City;44500000;25000000;78;Nicolás Otamendi
20-08-2015;15/16;Barcelona;Chelsea;27000000;20000000;35;Pedro
20-08-2015;15/16;Bolton;Fulham;1700000;1500000;13;Tim Ream
19-08-2015;15/16;SSC Napoli;Leicester;7000000;7500000;-7;Gökhan Inler
19-08-2015;15/16;Marseille;Newcastle;18350000;12000000;53;Florian Thauvin
16-08-2015;15/16;Augsburg;Chelsea;26000000;10000000;160;Abdul Rahman Baba
14-08-2015;15/16;Barcelona B;Aston Villa;10000000;5000000;100;Adama Traoré
13-08-2015;15/16;Barnsley;Everton;1400000;75000;1767;Mason Holgate
12-08-2015;15/16;Chelsea;Southampton;7000000;2500000;180;Oriol Romeu
11-08-2015;15/16;Inter;Stoke City;17000000;17000000;0;Xherdan Shaqiri
10-08-2015;15/16;Zenit S-Pb;West Brom;17000000;15000000;13;Salomón Rondón
07-08-2015;15/16;Espanyol;Middlesbrough;3000000;4000000;-25;Cristhian Stuani
06-08-2015;15/16;Northampton;Newcastle;360000;150000;140;Ivan Toney
03-08-2015;15/16;SM Caen;Leicester;9000000;4500000;100;N'Golo Kanté
31-07-2015;15/16;FC Nantes;Aston Villa;10000000;8000000;25;Jordan Veretout
30-07-2015;15/16;RSC Anderlecht;Newcastle;12000000;8000000;50;Chancel Mbemba
27-07-2015;15/16;FC Lorient;Aston Villa;12000000;6000000;100;Jordan Ayew
23-07-2015;15/16;QPR;Crystal Palace;4900000;2500000;96;Alex McCarthy
21-07-2015;15/16;RSC Anderlecht;Newcastle;18500000;11000000;68;Aleksandar Mitrović
18-07-2015;15/16;OGC Nice;Aston Villa;11000000;4000000;175;Jordan Amavi
15-07-2015;15/16;Feyenoord;Southampton;15000000;10000000;50;Jordy Clasie
14-07-2015;15/16;Liverpool;Man City;63700000;40000000;59;Raheem Sterling
13-07-2015;15/16;Stoke City;Chelsea;11000000;12000000;-8;Asmir Begovic
13-07-2015;15/16;Southampton;Man Utd;35000000;28000000;25;Morgan Schneiderlin
11-07-2015;15/16;PSV;Newcastle;20000000;15000000;33;Georginio Wijnaldum
11-07-2015;15/16;Torino;Man Utd;18000000;12000000;50;Matteo Darmian
10-07-2015;15/16;Juventus;West Ham;11000000;9000000;22;Angelo Ogbonna
10-07-2015;15/16;Lille;Aston Villa;9000000;7500000;20;Idrissa Gueye
06-07-2015;15/16;Bursaspor;Man City;4400000;3200000;38;Enes Ünal
03-07-2015;15/16;Huddersfield;Wolves;2800000;750000;273;Conor Coady
01-07-2015;15/16;1.FSV Mainz 05;Leicester;11000000;8000000;38;Shinji Okazaki
01-07-2015;15/16;Hannover 96;Stoke City;8000000;6000000;33;Joselu
01-07-2015;15/16;Southampton;Liverpool;17700000;17000000;4;Nathaniel Clyne
01-07-2015;15/16;Sampdoria;West Ham;6000000;8000000;-25;Pedro Obiang
01-07-2015;15/16;Liverpool;Sunderland;2800000;2500000;12;Sebastián Coates
01-07-2015;15/16;Sporting;Southampton;7000000;9500000;-26;Cédric Soares
01-07-2015;15/16;Blackburn;Fulham;4200000;3000000;40;Tom Cairney
01-07-2015;15/16;Málaga CF;Southampton;7000000;7000000;0;Juanmi
01-07-2015;15/16;Barcelona;Everton;6000000;6000000;0;Gerard Deulofeu
01-07-2015;15/16;Burnley;Liverpool;8300000;12000000;-31;Danny Ings
01-07-2015;15/16;Midtjylland;Stoke City;600000;750000;-20;Jakob Haugaard
01-07-2015;15/16;PSV;Man Utd;34000000;28000000;21;Memphis Depay
01-07-2015;15/16;Charlton;Liverpool;4900000;2500000;96;Joe Gomez
02-02-2015;14/15;Fiorentina;Chelsea;31000000;32000000;-3;Juan Cuadrado
02-02-2015;14/15;Man Utd;Crystal Palace;3800000;8000000;-53;Wilfried Zaha
01-02-2015;14/15;LOSC Lille;Crystal Palace;5300000;3500000;51;Pape Souaré
28-01-2015;14/15;Villarreal;Arsenal;15000000;8000000;88;Gabriel Paulista
16-01-2015;14/15;HNK Rijeka;Leicester;9000000;4500000;100;Andrej Kramaric
13-01-2015;14/15;Valencia;Aston Villa;4200000;6000000;-30;Carles Gil
01-01-2015;14/15;Middlesbrough;Blackburn;1130000;1000000;13;Jason Steele
01-09-2014;14/15;Ajax;Man Utd;17500000;12000000;46;Daley Blind
01-09-2014;14/15;Man Utd;Arsenal;20000000;17000000;18;Danny Welbeck
01-09-2014;14/15;Salzburg;Southampton;23000000;7500000;207;Sadio Mané
26-08-2014;14/15;Real Madrid;Man Utd;75000000;50000000;50;Ángel Di María
26-08-2014;14/15;Chelsea U21;Wolves;1250000;1000000;25;George Saville
25-08-2014;14/15;AC Milan;Liverpool;20000000;27000000;-26;Mario Balotelli
20-08-2014;14/15;Sporting;Man Utd;20000000;12000000;67;Marcos Rojo
13-08-2014;14/15;Sevilla FC;Liverpool;18000000;15000000;20;Alberto Moreno
11-08-2014;14/15;Porto;Man City;45000000;28000000;61;Eliaquim Mangala
09-08-2014;14/15;Celtic;Southampton;12500000;4500000;178;Fraser Forster
09-08-2014;14/15;Nott'm Forest;Newcastle;5000000;1000000;400;Karl Darlow
09-08-2014;14/15;Nott'm Forest;Newcastle;5000000;600000;733;Jamaal Lascelles
05-08-2014;14/15;Rosenborg;West Brom;2400000;1000000;140;Cristian Gamboa
30-07-2014;14/15;Chelsea;Everton;35360000;25000000;41;Romelu Lukaku
29-07-2014;14/15;LOSC Lille;Liverpool;12630000;1000000;1163;Divock Origi
28-07-2014;14/15;Ferencváros;Everton;4800000;2500000;92;Muhamed Besic
28-07-2014;14/15;Southampton;Arsenal;20230000;2000000;912;Calum Chambers
27-07-2014;14/15;Southampton;Liverpool;25300000;12000000;111;Dejan Lovren
27-07-2014;14/15;Nice;Arsenal;4000000;5000000;-20;David Ospina
25-07-2014;14/15;Chelsea;Sunderland;1900000;3500000;-46;Patrick van Aanholt
17-07-2014;14/15;Pachuca;West Ham;15000000;1600000;838;Enner Valencia
15-07-2014;14/15;Real Murcia;Middlesbrough;2250000;1200000;88;Kike García
15-07-2014;14/15;Benfica;Liverpool;25000000;10000000;150;Lazar Markovic
13-07-2014;14/15;Montpellier;Newcastle;10000000;10000000;0;Rémy Cabella
10-07-2014;14/15;Barcelona;Arsenal;42500000;30000000;42;Alexis Sánchez
09-07-2014;14/15;Hajduk Split;Chelsea;2500000;3000000;-17;Mario Pašalić
08-07-2014;14/15;FC Twente;Southampton;14000000;10000000;40;Dušan Tadić
03-07-2014;14/15;Ipswich;West Ham;4750000;1500000;217;Aaron Cresswell
01-07-2014;14/15;Southampton;Liverpool;31000000;7500000;313;Adam Lallana
01-07-2014;14/15;FC Porto;Man City;15000000;17500000;-14;Fernando
01-07-2014;14/15;RSC Anderlecht;West Ham;7500000;7000000;7;Cheikhou Kouyaté
01-07-2014;14/15;Athletic Club;Man Utd;36000000;20000000;80;Ander Herrera
01-07-2014;14/15;Racing Club;Man City;2500000;4000000;-38;Bruno Zuculini
01-07-2014;14/15;Leverkusen;Liverpool;12000000;7500000;60;Emre Can
01-07-2014;14/15;Newcastle;Fulham;250000;750000;-67;Adam Taggart
01-07-2014;14/15;Southampton;Man Utd;37500000;13000000;188;Luke Shaw
01-07-2014;14/15;CD Tenerife;Newcastle;2000000;1000000;100;Ayoze Pérez
31-01-2014;13/14;Wolves;Crystal Palace;3650000;2500000;46;Wayne Hennessey
31-01-2014;13/14;Saint-Étienne;Chelsea;14600000;7500000;95;Kurt Zouma
26-01-2014;13/14;Basel;Chelsea;16500000;8500000;94;Mohamed Salah
24-01-2014;13/14;Chelsea;Man Utd;44730000;38000000;18;Juan Mata
15-01-2014;13/14;Benfica;Chelsea;25000000;27000000;-7;Nemanja Matić
13-01-2014;13/14;Wigan;Wolves;360000;250000;44;Nouha Dicko
11-01-2014;13/14;Le Havre AC;Leicester;500000;750000;-33;Riyad Mahrez
02-09-2013;13/14;Werder Bremen;Stoke City;2800000;7000000;-60;Marko Arnautovic
02-09-2013;13/14;Wigan;Everton;15300000;7500000;104;James McCarthy
02-09-2013;13/14;Paris SG;Liverpool;19000000;15000000;27;Mamadou Sakho
28-08-2013;13/14;Anzhi;Chelsea;35500000;30000000;18;Willian
22-08-2013;13/14;Panathinaikos;Sunderland;3000000;2000000;50;Charalampos Mavrias
01-08-2013;13/14;NK Zadar;Chelsea;2450000;400000;513;Stipe Perica
23-07-2013;13/14;O'Higgins;Chelsea;1900000;75000;2433;Cristian Cuevas
19-07-2013;13/14;Fiorentina;Man City;26000000;28000000;-7;Stevan Jovetić
18-07-2013;13/14;Sevilla FC;Crystal Palace;2000000;2500000;-20;José Campaña
17-07-2013;13/14;Sevilla FC;Man City;25000000;20000000;25;Álvaro Negredo
09-07-2013;13/14;Atlético;Everton;4000000;3000000;33;Joel Robles
04-07-2013;13/14;Vitesse;Chelsea;9400000;8000000;18;Marco van Ginkel
03-07-2013;13/14;Arsenal;Sunderland;2400000;1000000;140;Vito Mannone
03-07-2013;13/14;Peterborough;Crystal Palace;5300000;750000;607;Dwight Gayle
01-07-2013;13/14;Sevilla FC;Man City;20000000;20000000;0;Jesús Navas
01-07-2013;13/14;Lyon;Southampton;10000000;7000000;43;Dejan Lovren
01-07-2013;13/14;Sunderland;Liverpool;10600000;5500000;93;Simon Mignolet
01-07-2013;13/14;IFK Göteborg;Sunderland;1750000;1000000;75;David Moberg Karlsson
01-07-2013;13/14;Celta de Vigo;Liverpool;10800000;9000000;20;Iago Aspas
01-07-2013;13/14;Aalborg BK;Aston Villa;1500000;1500000;0;Nicklas Helenius
01-07-2013;13/14;Sevilla FC;Aston Villa;2000000;1500000;33;Antonio Luna
01-07-2013;13/14;Sevilla FC;Liverpool;8000000;5000000;60;Luis Alberto
31-01-2013;12/13;Birmingham;Stoke City;3800000;1000000;280;Jack Butland
31-01-2013;12/13;Servette FC;Newcastle;1000000;50000;1900;Kevin Mbabu
31-01-2013;12/13;Barnsley;Everton;3500000;100000;3400;John Stones
30-01-2013;12/13;Inter;Liverpool;13000000;9000000;44;Philippe Coutinho
25-01-2013;12/13;Crystal Palace;Man Utd;11750000;3500000;236;Wilfried Zaha
24-01-2013;12/13;AS Nancy;Newcastle;2500000;2000000;25;Massadio Haïdara
21-01-2013;12/13;Toulouse;Newcastle;2000000;10000000;-80;Moussa Sissoko
01-01-2013;12/13;West Brom;Leicester;1230000;1000000;23;Chris Wood
31-08-2012;12/13;Blackburn;Stoke City;4400000;4500000;-2;Steven Nzonzi
31-08-2012;12/13;Kilmarnock FC;Everton;250000;150000;67;Matty Kennedy
31-08-2012;12/13;Fiorentina;Man City;15200000;5500000;176;Matija Nastasić
30-08-2012;12/13;VVV-Venlo;Southampton;2800000;1250000;124;Maya Yoshida
24-08-2012;12/13;Marseille;Chelsea;8800000;7500000;17;César Azpilicueta
24-08-2012;12/13;Wigan;Chelsea;11500000;6500000;77;Victor Moses
24-08-2012;12/13;Bristol City;Crystal Palace;630000;250000;152;Yannick Bolasie
15-08-2012;12/13;U. de Chile;Man Utd;5500000;150000;3567;Ángelo Henríquez
10-08-2012;12/13;Swansea;Liverpool;19000000;4000000;375;Joe Allen
07-08-2012;12/13;Málaga CF;Arsenal;19000000;20000000;-5;Santi Cazorla
24-07-2012;12/13;Lens;Chelsea;500000;500000;0;Thorgan Hazard
18-07-2012;12/13;Crystal Palace;Southampton;3200000;2000000;60;Nathaniel Clyne
17-07-2012;12/13;Leeds;Bolton;320000;500000;-36;Andy Lonergan
06-07-2012;12/13;Rangers;Southampton;1000000;5000000;-80;Steven Davis
01-07-2012;12/13;1.FC Köln;Arsenal;15000000;20000000;-25;Lukas Podolski
01-07-2012;12/13;Burnley;Southampton;8650000;5000000;73;Jay Rodríguez
01-07-2012;12/13;Man Utd;Leicester;1250000;1250000;0;Ritchie De Laet
01-07-2012;12/13;Dortmund;Man Utd;16000000;22000000;-27;Shinji Kagawa
01-07-2012;12/13;Montpellier;Arsenal;12000000;13000000;-8;Olivier Giroud
01-07-2012;12/13;Portsmouth;Crystal Palace;650000;1000000;-35;Joel Ward
01-07-2012;12/13;Fleetwood;Leicester;1240000;100000;1140;Jamie Vardy
31-01-2012;11/12;Genk;Chelsea;8000000;9000000;-11;Kevin De Bruyne
26-01-2012;11/12;New York;Bolton;3100000;250000;1140;Tim Ream
20-01-2012;11/12;São Paulo;Chelsea;7500000;7500000;0;Lucas Piazón
31-08-2011;11/12;Nacional;Liverpool;12000000;2500000;380;Sebastián Coates
24-08-2011;11/12;Valencia;Chelsea;26700000;26000000;3;Juan Mata
08-08-2011;11/12;RSC Anderlecht;Chelsea;15000000;15000000;0;Romelu Lukaku
08-08-2011;11/12;Southampton;Arsenal;13800000;2500000;452;Alex Oxlade-Chamberlain
04-08-2011;11/12;Barcelona B;Chelsea;4600000;2500000;84;Oriol Romeu
26-07-2011;11/12;Genk;Chelsea;8950000;4000000;124;Thibaut Courtois
25-07-2011;11/12;US Palermo;Fulham;1600000;2100000;-24;Pajtim Kasami
07-07-2011;11/12;Chelsea Res.;Southampton;840000;1000000;-16;Jack Cork
06-07-2011;11/12;Partizan;Man City;12000000;6000000;100;Stefan Savic
01-07-2011;11/12;Aston Villa;Man Utd;18000000;18000000;0;Ashley Young
01-07-2011;11/12;Leeds;Leicester;1680000;1000000;68;Kasper Schmeichel
01-07-2011;11/12;Atlético;Man Utd;25000000;12000000;108;David de Gea
01-07-2011;11/12;Sunderland;Liverpool;18000000;8500000;112;Jordan Henderson
01-07-2011;11/12;Chunnam Dragons;Sunderland;2400000;900000;167;Dong-won Ji
31-01-2011;10/11;Ajax;Liverpool;26500000;25000000;6;Luis Suárez
28-01-2011;10/11;Iraklis;Everton;300000;600000;-50;Apostolos Vellios
07-01-2011;10/11;Wolfsburg;Man City;37000000;30000000;23;Edin Dzeko
31-08-2010;10/11;Rochdale;West Brom;300000;200000;50;Craig Dawson
17-08-2010;10/11;Aston Villa;Man City;22000000;20000000;10;James Milner
12-08-2010;10/11;Inter;Man City;29500000;26000000;13;Mario Balotelli
01-08-2010;10/11;Vit. Guimarães;Man Utd;8800000;100000;8700;Bebé
01-07-2010;10/11;Hamburger SV;Man City;12500000;15000000;-17;Jérôme Boateng
01-07-2010;10/11;Sint-Truiden;Sunderland;2500000;2500000;0;Simon Mignolet
01-07-2010;10/11;Livingston FC;Middlesbrough;225000;150000;50;Andy Halliday
01-07-2010;10/11;Charlton;Liverpool;2000000;950000;111;Jonjo Shelvey
01-07-2010;10/11;Fulham;Man Utd;8000000;2000000;300;Chris Smalling
01-07-2010;10/11;Rangers;Liverpool;2750000;1000000;175;Danny Wilson
01-02-2010;09/10;Portsmouth;Stoke City;3750000;1500000;150;Asmir Begovic
09-01-2010;09/10;Crystal Palace;Southampton;1400000;1500000;-7;José Fonte
18-08-2009;09/10;MFK Kosice;Chelsea;1750000;1500000;17;Nemanja Matić
14-08-2009;09/10;FC Seoul;Bolton;2500000;2000000;25;Chung-yong Lee
01-07-2009;09/10;Amiens SC;Blackburn;580000;700000;-17;Steven Nzonzi
08-01-2009;08/09;Stoke City;Man Utd;250000;300000;-17;Ritchie De Laet
01-01-2009;08/09;Partizan;Man Utd;7000000;4250000;65;Zoran Tosic
01-01-2009;08/09;Sligo Rovers;Everton;70000;125000;-44;Séamus Coleman
29-08-2008;08/09;Newcastle;Aston Villa;15000000;8750000;71;James Milner
18-07-2008;08/09;Liverpool;West Brom;4000000;6000000;-33;Scott Carson
01-07-2008;08/09;R. Strasbourg;Southampton;1500000;1200000;25;Morgan Schneiderlin
31-08-2007;07/08;Royal Antwerp;Stoke City;150000;300000;-50;Ritchie De Laet
08-08-2007;07/08;Heart of Midl.;Sunderland;10820000;6000000;80;Craig Gordon
02-07-2007;07/08;Sporting;Man Utd;25500000;25000000;2;Nani
01-07-2007;07/08;Aston Villa;Fulham;5900000;4600000;28;Steven Davis
01-07-2007;07/08;Legia Warszawa;Arsenal;4350000;2500000;74;Lukasz Fabianski
