player_id,transfer_date,transfer_season,from_club_id,to_club_id,from_club_name,to_club_name,transfer_fee,market_value_in_eur,premium_discount_pct,player_name
409106,2020-08-10,19/20,3709,512,Getafe,Stoke City,$0.00,"$4,000,000.00",-100.00%,Peter Etebo
177476,2020-08-05,20/21,989,281,Bournemouth,Man City,"$45,300,000.00","$28,000,000.00",61.79%,Nathan Aké
226973,2020-08-05,19/20,931,180,Fulham,Southampton,$0.00,"$2,400,000.00",-100.00%,Harrison Reed
173859,2020-08-04,19/20,12,631,Roma,Chelsea,$0.00,"$12,000,000.00",-100.00%,Davide Zappacosta
398184,2020-08-04,20/21,1049,281,Valencia,Man City,"$33,500,000.00","$45,000,000.00",-25.56%,Ferran Torres
103427,2020-08-03,19/20,12,985,Roma,Man Utd,$0.00,"$16,000,000.00",-100.00%,Chris Smalling
160438,2020-08-03,19/20,114,11,Besiktas,Arsenal,$0.00,"$5,000,000.00",-100.00%,Mohamed Elneny
170934,2020-08-03,19/20,141,180,Galatasaray,Southampton,$0.00,"$10,500,000.00",-100.00%,Mario Lemina
211325,2020-08-03,19/20,449,512,Trabzonspor,Stoke City,$0.00,"$6,800,000.00",-100.00%,Badou Ndiaye
258919,2020-08-01,20/21,9251,985,Man Utd U23,Man Utd,,"$20,000,000.00",-100.00%,Dean Henderson
392765,2020-08-01,20/21,9249,11,Arsenal U23,Arsenal,,"$2,700,000.00",-100.00%,Emile Smith Rowe
48870,2020-07-31,19/20,1110,29,Huddersfield,Everton,$0.00,"$3,200,000.00",-100.00%,Jonas Lössl
87856,2020-07-31,19/20,3329,543,Famalicão,Wolves,$0.00,"$1,200,000.00",-100.00%,Roderick Miranda
199527,2020-07-31,19/20,1035,762,Sheff Wed,Newcastle,$0.00,"$3,500,000.00",-100.00%,Jacob Murphy
205757,2020-07-31,19/20,2300,11,Jagiellonia,Arsenal,$0.00,"$300,000.00",-100.00%,Dejan Iliev
226049,2020-07-31,19/20,2288,762,Swansea,Newcastle,$0.00,"$3,200,000.00",-100.00%,Freddie Woodman
242606,2020-07-31,19/20,358,379,Charlton,West Ham,$0.00,"$1,200,000.00",-100.00%,Josh Cullen
279455,2020-07-31,19/20,989,31,Bournemouth,Liverpool,$0.00,"$17,500,000.00",-100.00%,Harry Wilson
293168,2020-07-31,19/20,698,1003,Bristol City,Leicester,$0.00,"$7,000,000.00",-100.00%,Filip Benkovic
309841,2020-07-31,19/20,358,405,Charlton,Aston Villa,$0.00,"$1,800,000.00",-100.00%,Andre Green
314288,2020-07-31,19/20,641,281,Middlesbrough,Man City,$0.00,"$3,600,000.00",-100.00%,Lukas Nmecha
337284,2020-07-31,19/20,1032,31,Reading,Liverpool,$0.00,"$3,200,000.00",-100.00%,Ovie Ejaria
342048,2020-07-31,19/20,984,379,West Brom,West Ham,$0.00,"$4,500,000.00",-100.00%,Grady Diangana
392757,2020-07-31,19/20,2288,631,Swansea,Chelsea,$0.00,"$2,700,000.00",-100.00%,Marc Guéhi
649452,2020-07-29,20/21,354,281,KV Mechelen,Man City,"$4,500,000.00","$1,300,000.00",246.15%,Issa Kaboré
283628,2020-07-27,20/21,62,379,Slavia Praha,West Ham,"$16,200,000.00","$12,000,000.00",35.00%,Tomáš Souček
507254,2020-07-27,20/21,984,873,West Brom,Crystal Palace,$0.00,"$4,000,000.00",-100.00%,Nathan Ferguson
245893,2020-07-23,19/20,1032,631,Reading,Chelsea,$0.00,"$2,000,000.00",-100.00%,Matt Miazga
258916,2020-07-23,19/20,1071,29,Wigan,Everton,$0.00,"$2,000,000.00",-100.00%,Kieran Dowell
324223,2020-07-23,19/20,1031,405,Luton,Aston Villa,$0.00,"$1,200,000.00",-100.00%,James Bree
184672,2020-07-20,19/20,1244,180,CD Leganés,Southampton,$0.00,"$4,800,000.00",-100.00%,Guido Carrillo
199369,2020-07-20,19/20,366,29,Real Valladolid,Everton,$0.00,"$3,200,000.00",-100.00%,Sandro Ramírez
341317,2020-07-20,19/20,1108,984,Alavés,West Brom,$0.00,"$4,800,000.00",-100.00%,Oliver Burke
354361,2020-07-20,19/20,1050,931,Villarreal,Fulham,$0.00,"$20,000,000.00",-100.00%,Frank Anguissa
553875,2020-07-20,19/20,366,281,Real Valladolid,Man City,$0.00,"$9,000,000.00",-100.00%,Pedro Porro
415912,2020-07-12,19/20,4,11,1.FC Nuremberg,Arsenal,$0.00,"$2,400,000.00",-100.00%,Konstantinos Mavropanos
298091,2020-07-07,19/20,11177,512,Fleetwood,Stoke City,$0.00,"$200,000.00",-100.00%,Harry Souttar
142389,2020-07-03,20/21,987,762,Motherwell FC,Newcastle,$0.00,"$400,000.00",-100.00%,Mark Gillespie
112988,2020-07-01,20/21,180,11,Southampton,Arsenal,$0.00,"$8,000,000.00",-100.00%,Cédric Soares
170527,2020-07-01,20/21,23826,631,Leipzig,Chelsea,"$53,000,000.00","$64,000,000.00",-17.19%,Timo Werner
210178,2020-07-01,20/21,614,11,Flamengo,Arsenal,"$6,000,000.00","$4,800,000.00",25.00%,Pablo Marí
217111,2020-07-01,20/21,610,631,Ajax,Chelsea,"$40,000,000.00","$40,000,000.00",0.00%,Hakim Ziyech
260841,2020-07-01,20/21,39341,1003,Leicester U23,Leicester,,"$400,000.00",-100.00%,Daniel Iversen
329813,2020-07-01,20/21,9261,29,Everton U23,Everton,,"$150,000.00",-100.00%,João Virgínia
433188,2020-07-01,20/21,9252,31,Liverpool U23,Liverpool,,"$1,800,000.00",-100.00%,Curtis Jones
505219,2020-07-01,20/21,9251,985,Man Utd U23,Man Utd,,"$2,700,000.00",-100.00%,James Garner
627228,2020-07-01,20/21,776,281,Coritiba FC,Man City,"$6,000,000.00","$3,600,000.00",66.67%,Yan Couto
56810,2020-06-30,19/20,162,1003,Monaco,Leicester,$0.00,"$8,000,000.00",-100.00%,Adrien Silva
93176,2020-06-30,19/20,288,985,Estudiantes LP,Man Utd,$0.00,"$8,000,000.00",-100.00%,Marcos Rojo
112988,2020-06-30,19/20,11,180,Arsenal,Southampton,$0.00,"$8,000,000.00",-100.00%,Cédric Soares
128223,2020-06-30,19/20,13,631,Atlético,Chelsea,$0.00,"$36,000,000.00",-100.00%,Álvaro Morata
173900,2020-06-30,19/20,399,543,Leeds,Wolves,$0.00,"$8,000,000.00",-100.00%,Hélder Costa
174915,2020-06-30,19/20,162,1003,Monaco,Leicester,$0.00,"$6,500,000.00",-100.00%,Islam Slimani
182618,2020-06-30,19/20,162,631,Monaco,Chelsea,$0.00,"$25,500,000.00",-100.00%,Tiemoué Bakayoko
221624,2020-06-30,19/20,38,281,F. Düsseldorf,Man City,$0.00,"$6,000,000.00",-100.00%,Zack Steffen
222813,2020-06-30,19/20,44,31,Hertha BSC,Liverpool,$0.00,"$14,500,000.00",-100.00%,Marko Grujić
224884,2020-06-30,19/20,237,631,RCD Mallorca,Chelsea,$0.00,"$2,400,000.00",-100.00%,Abdul Rahman Baba
253765,2020-06-30,19/20,1096,180,Royal Antwerp,Southampton,$0.00,"$6,500,000.00",-100.00%,Wesley Hoedt
258883,2020-06-30,19/20,33,29,FC Schalke 04,Everton,$0.00,"$9,500,000.00",-100.00%,Jonjoe Kenny
261504,2020-06-30,19/20,29228,281,Mouscron,Man City,$0.00,"$3,200,000.00",-100.00%,Aleix García
281404,2020-06-30,19/20,3709,631,Getafe,Chelsea,$0.00,"$9,500,000.00",-100.00%,Kenedy
286919,2020-06-30,19/20,623,180,New York,Southampton,$0.00,"$1,600,000.00",-100.00%,Josh Sims
295313,2020-06-30,19/20,39,31,Mainz,Liverpool,$0.00,"$3,200,000.00",-100.00%,Taiwo Awoniyi
340460,2020-06-30,19/20,58,281,RSC Anderlecht,Man City,$0.00,"$3,500,000.00",-100.00%,Philippe Sandler
345654,2020-06-30,19/20,7378,281,Portimonense,Man City,$0.00,"$325,000.00",-100.00%,Marlos Moreno
355816,2020-06-30,19/20,202,281,FC Groningen,Man City,$0.00,"$800,000.00",-100.00%,Ko Itakura
364861,2020-06-30,19/20,1416,1003,Amiens SC,Leicester,$0.00,"$2,200,000.00",-100.00%,Fousseni Diabaté
371003,2020-06-30,19/20,2861,281,KV Oostende,Man City,$0.00,"$3,600,000.00",-100.00%,Ante Palaversa
371814,2020-06-30,19/20,79,31,VfB Stuttgart,Liverpool,$0.00,"$800,000.00",-100.00%,Nathaniel Phillips
392771,2020-06-30,19/20,23826,631,Leipzig,Chelsea,$0.00,"$9,000,000.00",-100.00%,Ethan Ampadu
399997,2020-06-30,19/20,371,281,Celtic,Man City,$0.00,"$900,000.00",-100.00%,Daniel Arzani
429790,2020-06-30,19/20,132,281,NAC Breda,Man City,$0.00,"$1,200,000.00",-100.00%,Luka Ilic
495666,2020-06-30,19/20,618,11,Saint-Étienne,Arsenal,$0.00,"$22,500,000.00",-100.00%,William Saliba
505652,2020-06-30,19/20,6621,281,Cukaricki,Man City,$0.00,"$3,000,000.00",-100.00%,Slobodan Tedic
349300,2020-06-11,19/20,2844,379,Norrköping,West Ham,$0.00,"$1,000,000.00",-100.00%,Sead Haksabanovic
52570,2020-05-31,19/20,371,180,Celtic,Southampton,$0.00,"$6,500,000.00",-100.00%,Fraser Forster
93905,2020-05-31,19/20,350,29,Sheff Utd,Everton,$0.00,"$2,400,000.00",-100.00%,Muhamed Besic
195628,2020-05-31,19/20,34888,289,Salford,Sunderland,$0.00,"$325,000.00",-100.00%,Jack Baldwin
236510,2020-05-31,19/20,124,31,Rangers,Liverpool,$0.00,"$1,600,000.00",-100.00%,Sheyi Ojo
258879,2020-05-31,19/20,1078,985,Oldham Athletic,Man Utd,$0.00,"$800,000.00",-100.00%,Cameron Borthwick-Jackson
279471,2020-05-31,19/20,3054,164,Shrewsbury,Blackburn,$0.00,"$250,000.00",-100.00%,Sam Hart
337787,2020-05-31,19/20,1181,543,Blackpool,Wolves,$0.00,"$450,000.00",-100.00%,Connor Ronan
340310,2020-05-31,19/20,1181,641,Blackpool,Middlesbrough,$0.00,"$400,000.00",-100.00%,Marc Bola
371021,2020-05-31,19/20,703,281,Nott'm Forest,Man City,$0.00,"$1,800,000.00",-100.00%,Arijanet Murić
426666,2020-05-31,19/20,43,281,Heart of Midl.,Man City,$0.00,"$450,000.00",-100.00%,Ryotaro Meshino
85864,2020-05-04,19/20,114,31,Besiktas,Liverpool,$0.00,"$3,200,000.00",-100.00%,Loris Karius
75471,2020-04-22,19/20,336,29,Sporting,Everton,$0.00,"$4,800,000.00",-100.00%,Yannick Bolasie
45671,2020-03-05,19/20,873,29,Crystal Palace,Everton,$0.00,"$15,000,000.00",-100.00%,Cenk Tosun
54381,2020-02-21,19/20,515,289,Without Club,Sunderland,,"$800,000.00",-100.00%,Tommy Smith
130756,2020-02-21,19/20,1005,512,Lecce,Stoke City,$0.00,"$3,500,000.00",-100.00%,Giannelli Imbula
423744,2020-02-11,19/20,9250,631,Chelsea U23,Chelsea,,"$3,000,000.00",-100.00%,Billy Gilmour
37920,2020-01-31,19/20,3008,984,Hull City,West Brom,"$950,000.00","$4,000,000.00",-76.25%,Kamil Grosicki
112988,2020-01-31,19/20,180,11,Southampton,Arsenal,$0.00,"$10,000,000.00",-100.00%,Cédric Soares
128907,2020-01-31,19/20,350,641,Sheff Utd,Middlesbrough,$0.00,"$750,000.00",-100.00%,Ravel Morrison
238585,2020-01-31,19/20,2288,289,Swansea,Sunderland,$0.00,"$800,000.00",-100.00%,Declan John
272636,2020-01-31,19/20,618,641,Saint-Étienne,Middlesbrough,$0.00,"$4,000,000.00",-100.00%,Harold Moukoudi
314875,2020-01-31,19/20,3008,379,Hull City,West Ham,"$21,300,000.00","$10,000,000.00",113.00%,Jarrod Bowen
583255,2020-01-31,19/20,698,289,Bristol City,Sunderland,$0.00,"$500,000.00",-100.00%,Antoine Semenyo
256977,2020-01-30,19/20,683,543,Olympiacos,Wolves,"$19,600,000.00","$6,000,000.00",226.67%,Daniel Podence
210178,2020-01-29,19/20,614,11,Flamengo,Arsenal,$0.00,"$1,800,000.00",-100.00%,Pablo Marí
240306,2020-01-29,19/20,336,985,Sporting,Man Utd,"$65,000,000.00","$60,000,000.00",8.33%,Bruno Fernandes
283628,2020-01-29,19/20,62,379,Slavia Praha,West Ham,$0.00,"$10,000,000.00",-100.00%,Tomáš Souček
341051,2020-01-29,19/20,148,180,Tottenham,Southampton,$0.00,"$10,000,000.00",-100.00%,Kyle Walker-Peters
186186,2020-01-24,19/20,603,931,Cardiff,Fulham,"$8,900,000.00","$10,000,000.00",-11.00%,Bobby De Cordova-Reid
186368,2020-01-24,19/20,46,762,Inter,Newcastle,$0.00,"$19,000,000.00",-100.00%,Valentino Lazaro
59866,2020-01-22,19/20,36,631,Fenerbahce,Chelsea,$0.00,"$8,500,000.00",-100.00%,Victor Moses
245537,2020-01-21,19/20,33,762,FC Schalke 04,Newcastle,$0.00,"$5,000,000.00",-100.00%,Nabil Bentaleb
606872,2020-01-21,19/20,3523,543,Barcelona SC,Wolves,$0.00,"$2,000,000.00",-100.00%,Leonardo Campana
182201,2020-01-20,19/20,1184,405,Genk,Aston Villa,"$10,500,000.00","$12,000,000.00",-12.50%,Ally Samatta
321169,2020-01-17,19/20,1181,512,Blackpool,Stoke City,,"$100,000.00",-100.00%,Jordan Thompson
115989,2020-01-16,19/20,257,641,FC St. Gallen,Middlesbrough,"$1,100,000.00","$900,000.00",22.22%,Dejan Stojanovic
51321,2020-01-15,19/20,641,379,Middlesbrough,West Ham,"$4,700,000.00","$4,500,000.00",4.44%,Darren Randolph
7825,2020-01-13,19/20,5,405,AC Milan,Aston Villa,$0.00,"$800,000.00",-100.00%,Pepe Reina
361254,2020-01-13,19/20,703,543,Nott'm Forest,Wolves,$0.00,"$3,000,000.00",-100.00%,Rafa Mir
45671,2020-01-10,19/20,29,873,Everton,Crystal Palace,$0.00,"$15,000,000.00",-100.00%,Cenk Tosun
258879,2020-01-09,19/20,1074,985,Tranmere Rovers,Man Utd,$0.00,"$1,000,000.00",-100.00%,Cameron Borthwick-Jackson
149716,2020-01-07,19/20,543,931,Wolves,Fulham,"$11,800,000.00","$10,000,000.00",18.00%,Ivan Cavaleiro
149716,2020-01-06,19/20,931,543,Fulham,Wolves,$0.00,"$10,000,000.00",-100.00%,Ivan Cavaleiro
314288,2020-01-03,19/20,281,641,Man City,Middlesbrough,$0.00,"$4,000,000.00",-100.00%,Lukas Nmecha
258916,2020-01-02,19/20,22,29,Derby,Everton,$0.00,"$3,000,000.00",-100.00%,Kieran Dowell
314288,2020-01-02,19/20,82,281,Wolfsburg,Man City,$0.00,"$4,000,000.00",-100.00%,Lukas Nmecha
338673,2020-01-02,19/20,355,512,Bolton,Stoke City,$0.00,"$250,000.00",-100.00%,Thibaud Verlinden
340324,2020-01-02,19/20,399,11,Leeds,Arsenal,$0.00,"$8,000,000.00",-100.00%,Eddie Nketiah
165793,2020-01-01,19/20,409,31,Salzburg,Liverpool,"$8,500,000.00","$12,500,000.00",-32.00%,Takumi Minamino
293283,2020-01-01,19/20,24226,543,Wolves U23,Wolves,,"$100,000.00",-100.00%,Oskar Buur
309841,2020-01-01,19/20,466,405,Preston,Aston Villa,$0.00,"$2,000,000.00",-100.00%,Andre Green
392757,2020-01-01,19/20,9250,631,Chelsea U23,Chelsea,,"$1,500,000.00",-100.00%,Marc Guéhi
505652,2020-01-01,19/20,6621,281,Cukaricki,Man City,"$3,000,000.00","$2,000,000.00",50.00%,Slobodan Tedic
205757,2019-12-31,19/20,31297,11,SKF Sered,Arsenal,$0.00,"$300,000.00",-100.00%,Dejan Iliev
335461,2019-12-31,19/20,2995,543,Paços Ferreira,Wolves,$0.00,"$400,000.00",-100.00%,Renat Dadashov
337787,2019-12-31,19/20,4529,543,Dunajska Streda,Wolves,$0.00,"$500,000.00",-100.00%,Connor Ronan
371814,2019-12-31,19/20,79,31,VfB Stuttgart,Liverpool,$0.00,"$800,000.00",-100.00%,Nathaniel Phillips
385271,2019-12-31,19/20,2462,31,Fluminense,Liverpool,$0.00,"$2,000,000.00",-100.00%,Allan
55508,2019-09-19,19/20,515,164,Without Club,Blackburn,,"$1,500,000.00",-100.00%,Lewis Holtby
79620,2019-09-02,19/20,2454,355,Doncaster,Bolton,$0.00,"$700,000.00",-100.00%,Ali Crawford
110668,2019-09-02,19/20,399,289,Leeds,Sunderland,$0.00,"$1,000,000.00",-100.00%,Laurens De Bock
338673,2019-09-02,19/20,512,355,Stoke City,Bolton,$0.00,"$250,000.00",-100.00%,Thibaud Verlinden
14044,2019-08-12,19/20,641,31,Middlesbrough,Liverpool,$0.00,"$250,000.00",-100.00%,Andy Lonergan
14555,2019-08-08,19/20,22,281,Derby,Man City,$0.00,"$2,000,000.00",-100.00%,Scott Carson
45333,2019-08-08,19/20,29,873,Everton,Crystal Palace,"$3,300,000.00","$5,000,000.00",-34.00%,James McCarthy
129588,2019-08-08,19/20,1038,1003,Sampdoria,Leicester,"$19,200,000.00","$24,000,000.00",-20.00%,Dennis Praet
184528,2019-08-08,19/20,1416,762,Amiens SC,Newcastle,"$5,400,000.00","$2,500,000.00",116.00%,Emil Krafth
186186,2019-08-08,19/20,603,931,Cardiff,Fulham,$0.00,"$10,000,000.00",-100.00%,Bobby De Cordova-Reid
195906,2019-08-08,19/20,26,379,Basel,West Ham,"$11,300,000.00","$7,000,000.00",61.43%,Albian Ajeti
225984,2019-08-08,19/20,336,984,Sporting,West Brom,$0.00,"$5,500,000.00",-100.00%,Matheus Pereira
226973,2019-08-08,19/20,180,931,Southampton,Fulham,$0.00,"$2,000,000.00",-100.00%,Harrison Reed
242631,2019-08-08,19/20,11,29,Arsenal,Everton,"$30,400,000.00","$25,000,000.00",21.60%,Alex Iwobi
263236,2019-08-08,19/20,167,180,Augsburg,Southampton,$0.00,"$8,000,000.00",-100.00%,Kevin Danso
300716,2019-08-08,19/20,371,11,Celtic,Arsenal,"$27,000,000.00","$12,500,000.00",116.00%,Kieran Tierney
341049,2019-08-08,19/20,148,512,Tottenham,Stoke City,$0.00,"$1,500,000.00",-100.00%,Cameron Carter-Vickers
342048,2019-08-08,19/20,379,984,West Ham,West Brom,$0.00,"$5,000,000.00",-100.00%,Grady Diangana
426666,2019-08-08,19/20,596,281,Gamba Osaka,Man City,"$1,000,000.00","$500,000.00",100.00%,Ryotaro Meshino
553875,2019-08-08,19/20,12321,281,Girona,Man City,"$12,000,000.00","$10,000,000.00",20.00%,Pedro Porro
161869,2019-08-07,19/20,162,29,Monaco,Everton,$0.00,"$15,000,000.00",-100.00%,Djibril Sidibé
182712,2019-08-07,19/20,506,281,Juventus,Man City,"$65,000,000.00","$55,000,000.00",18.18%,João Cancelo
55742,2019-08-06,19/20,989,931,Bournemouth,Fulham,$0.00,"$7,000,000.00",-100.00%,Harry Arter
335461,2019-08-06,19/20,1465,543,Estoril,Wolves,"$500,000.00","$225,000.00",122.22%,Renat Dadashov
71271,2019-08-05,19/20,379,31,West Ham,Liverpool,$0.00,"$3,500,000.00",-100.00%,Adrián San Miguel
177907,2019-08-05,19/20,1003,985,Leicester,Man Utd,"$87,000,000.00","$50,000,000.00",74.00%,Harry Maguire
364135,2019-08-04,19/20,506,29,Juventus,Everton,"$27,500,000.00","$40,000,000.00",-31.25%,Moise Kean
146258,2019-08-02,19/20,24,762,Frankfurt,Newcastle,$0.00,"$5,000,000.00",-100.00%,Jetro Willems
182894,2019-08-02,19/20,39,29,Mainz,Everton,"$25,000,000.00","$28,000,000.00",-10.71%,Jean-Philippe Gbamin
272642,2019-08-02,19/20,417,762,Nice,Newcastle,"$18,000,000.00","$25,000,000.00",-28.00%,Allan Saint-Maximin
415646,2019-08-02,19/20,398,543,Lazio,Wolves,"$8,900,000.00","$1,000,000.00",790.00%,Bruno Jordão
487465,2019-08-02,19/20,398,543,Lazio,Wolves,"$17,900,000.00","$2,500,000.00",616.00%,Pedro Neto
34130,2019-08-01,19/20,1132,405,Burnley,Aston Villa,"$8,800,000.00","$3,000,000.00",193.33%,Tom Heaton
324882,2019-08-01,19/20,2282,405,Club Brugge,Aston Villa,"$12,000,000.00","$6,500,000.00",84.62%,Marvelous Nakamba
343052,2019-08-01,19/20,1082,11,Lille,Arsenal,"$80,000,000.00","$65,000,000.00",23.08%,Nicolas Pépé
258878,2019-07-31,19/20,9265,164,Man City U23,Blackburn,$0.00,"$3,500,000.00",-100.00%,Tosin Adarabioyo
265078,2019-07-30,19/20,5,543,AC Milan,Wolves,"$18,000,000.00","$28,000,000.00",-35.71%,Patrick Cutrone
340310,2019-07-28,19/20,1181,641,Blackpool,Middlesbrough,,"$100,000.00",-100.00%,Marc Bola
251896,2019-07-27,19/20,418,543,Real Madrid,Wolves,$0.00,"$10,000,000.00",-100.00%,Jesús Vallejo
108354,2019-07-25,19/20,2288,873,Swansea,Crystal Palace,"$2,800,000.00","$8,000,000.00",-65.00%,Jordan Ayew
319745,2019-07-25,19/20,418,11,Real Madrid,Arsenal,$0.00,"$30,000,000.00",-100.00%,Dani Ceballos
447661,2019-07-25,19/20,281,405,Man City,Aston Villa,"$16,800,000.00","$2,500,000.00",572.00%,Douglas Luiz
495666,2019-07-25,19/20,618,11,Saint-Étienne,Arsenal,"$30,000,000.00","$12,000,000.00",150.00%,William Saliba
234189,2019-07-24,19/20,10484,405,Kasimpasa,Aston Villa,"$10,000,000.00","$6,000,000.00",66.67%,Trezeguet
333241,2019-07-23,19/20,533,762,Hoffenheim,Newcastle,"$43,500,000.00","$35,000,000.00",24.29%,Joelinton
251912,2019-07-20,19/20,1194,984,Rotherham,West Brom,"$1,650,000.00","$1,000,000.00",65.00%,Semi Ajayi
181375,2019-07-17,19/20,24,379,Frankfurt,West Ham,"$50,000,000.00","$40,000,000.00",25.00%,Sébastien Haller
193469,2019-07-16,19/20,1421,405,Stade Reims,Aston Villa,"$8,000,000.00","$6,000,000.00",33.33%,Björn Engels
149716,2019-07-13,19/20,543,931,Wolves,Fulham,$0.00,"$10,000,000.00",-100.00%,Ivan Cavaleiro
413403,2019-07-11,19/20,1148,405,Brentford,Aston Villa,"$13,300,000.00","$3,500,000.00",280.00%,Ezri Konsa
221624,2019-07-09,19/20,813,281,Columbus Crew,Man City,"$6,820,000.00","$5,000,000.00",36.40%,Zack Steffen
249565,2019-07-08,19/20,162,1003,Monaco,Leicester,"$45,000,000.00","$38,000,000.00",18.42%,Youri Tielemans
253677,2019-07-08,19/20,989,405,Bournemouth,Aston Villa,"$22,300,000.00","$5,000,000.00",346.00%,Tyrone Mings
261988,2019-07-05,19/20,294,984,Benfica,West Brom,$0.00,"$5,000,000.00",-100.00%,Filip Krovinovic
420808,2019-07-05,19/20,2727,1003,OH Leuven,Leicester,,"$500,000.00",-100.00%,George Hirst
246968,2019-07-04,19/20,762,1003,Newcastle,Leicester,"$33,400,000.00","$20,000,000.00",67.00%,Ayoze Pérez
357565,2019-07-04,19/20,13,281,Atlético,Man City,"$70,000,000.00","$80,000,000.00",-12.50%,Rodri
277179,2019-07-03,19/20,383,281,PSV,Man City,"$12,000,000.00","$16,000,000.00",-25.00%,Angeliño
371003,2019-07-02,19/20,447,281,Hajduk Split,Man City,$0.00,"$5,000,000.00",-100.00%,Ante Palaversa
48870,2019-07-01,19/20,1110,29,Huddersfield,Everton,$0.00,"$5,000,000.00",-100.00%,Jonas Lössl
51471,2019-07-01,19/20,418,631,Real Madrid,Chelsea,"$45,000,000.00","$35,000,000.00",28.57%,Mateo Kovacic
121254,2019-07-01,19/20,349,512,Barnsley,Stoke City,$0.00,"$500,000.00",-100.00%,Adam Davies
134294,2019-07-01,19/20,31,180,Liverpool,Southampton,"$25,100,000.00","$15,000,000.00",67.33%,Danny Ings
168157,2019-07-01,19/20,58,543,RSC Anderlecht,Wolves,"$13,800,000.00","$18,000,000.00",-23.33%,Leander Dendoncker
183720,2019-07-01,19/20,1082,405,LOSC Lille,Aston Villa,"$9,000,000.00","$7,500,000.00",20.00%,Anwar El Ghazi
186901,2019-07-01,19/20,9262,931,Fulham U23,Fulham,,"$250,000.00",-100.00%,Marek Rodák
206040,2019-07-01,19/20,294,543,Benfica,Wolves,"$38,000,000.00","$35,000,000.00",8.57%,Raúl Jiménez
221025,2019-07-01,19/20,131,29,Barcelona,Everton,"$25,000,000.00","$28,000,000.00",-10.71%,André Gomes
233124,2019-07-01,19/20,543,405,Wolves,Aston Villa,"$3,400,000.00","$1,000,000.00",240.00%,Kortney Hause
250478,2019-07-01,19/20,180,405,Southampton,Aston Villa,"$15,500,000.00","$7,000,000.00",121.43%,Matt Targett
282199,2019-07-01,19/20,9265,281,Man City U23,Man City,,"$600,000.00",-100.00%,Erik Palmer-Brown
314288,2019-07-01,19/20,9265,281,Man City U23,Man City,,"$1,000,000.00",-100.00%,Lukas Nmecha
319301,2019-07-01,19/20,2288,985,Swansea,Man Utd,"$17,800,000.00","$12,000,000.00",48.33%,Daniel James
340325,2019-07-01,19/20,9249,11,Arsenal U23,Arsenal,,"$17,000,000.00",-100.00%,Reiss Nelson
346483,2019-07-01,19/20,9250,631,Chelsea U23,Chelsea,,"$12,000,000.00",-100.00%,Mason Mount
346779,2019-07-01,19/20,337,180,Birmingham,Southampton,"$16,700,000.00","$7,000,000.00",138.57%,Ché Adams
357885,2019-07-01,19/20,1050,379,Villarreal,West Ham,"$28,000,000.00","$25,000,000.00",12.00%,Pablo Fornals
472423,2019-07-01,19/20,9250,631,Chelsea U23,Chelsea,,"$7,000,000.00",-100.00%,Reece James
477758,2019-07-01,19/20,873,985,Crystal Palace,Man Utd,"$55,000,000.00","$35,000,000.00",57.14%,Aaron Wan-Bissaka
485424,2019-07-01,19/20,3057,180,Standard Liège,Southampton,"$15,700,000.00","$12,000,000.00",30.83%,Moussa Djenepo
541231,2019-07-01,19/20,1269,31,PEC Zwolle,Liverpool,"$1,900,000.00","$2,000,000.00",-5.00%,Sepp van den Berg
55687,2019-06-30,18/19,25580,405,Melbourne City,Aston Villa,$0.00,"$1,300,000.00",-100.00%,Ritchie De Laet
73396,2019-06-30,18/19,6195,11,Napoli,Arsenal,$0.00,"$4,000,000.00",-100.00%,David Ospina
75471,2019-06-30,18/19,58,29,RSC Anderlecht,Everton,$0.00,"$11,000,000.00",-100.00%,Yannick Bolasie
87856,2019-06-30,18/19,683,543,Olympiacos,Wolves,$0.00,"$1,750,000.00",-100.00%,Roderick Miranda
95732,2019-06-30,18/19,1244,641,CD Leganés,Middlesbrough,$0.00,"$8,000,000.00",-100.00%,Martin Braithwaite
104223,2019-06-30,18/19,234,180,Feyenoord,Southampton,$0.00,"$5,500,000.00",-100.00%,Jordy Clasie
111508,2019-06-30,18/19,1244,984,CD Leganés,West Brom,$0.00,"$3,000,000.00",-100.00%,Allan Nyom
112988,2019-06-30,18/19,46,180,Inter,Southampton,$0.00,"$12,000,000.00",-100.00%,Cédric Soares
114365,2019-06-30,18/19,25580,281,Melbourne City,Man City,$0.00,"$500,000.00",-100.00%,Luke Brattan
130756,2019-06-30,18/19,367,512,Rayo Vallecano,Stoke City,$0.00,"$5,000,000.00",-100.00%,Giannelli Imbula
131708,2019-06-30,18/19,1244,631,CD Leganés,Chelsea,$0.00,"$5,000,000.00",-100.00%,Kenneth Omeruo
134294,2019-06-30,18/19,180,31,Southampton,Liverpool,$0.00,"$15,000,000.00",-100.00%,Danny Ings
174915,2019-06-30,18/19,36,1003,Fenerbahçe,Leicester,$0.00,"$5,000,000.00",-100.00%,Islam Slimani
176485,2019-06-30,18/19,862,631,Chievo Verona,Chelsea,$0.00,"$1,500,000.00",-100.00%,Lucas Piazón
179184,2019-06-30,18/19,873,631,Crystal Palace,Chelsea,$0.00,"$30,000,000.00",-100.00%,Michy Batshuayi
182618,2019-06-30,18/19,5,631,AC Milan,Chelsea,$0.00,"$35,000,000.00",-100.00%,Tiemoué Bakayoko
